case_id,statute,offense_category,penalty,risk_of_escape,risk_of_influence,surety_bond_required,personal_bond_required,Lawyer Name,Client Name,Client ID,Case Details
507,NDPS,Crimes Against Women,Imprisonment,False,False,False,False,Anil Kapoor,Kiran Malhotra,1507,Case details here
508,NDPS,Crimes Against Children,Fine,True,True,True,True,Anil Kapoor,Sneha Roy,1508,Case details here
509,SCST Act,Economic Offence,Both,True,False,False,True,Sunita Mehta,Manoj Tiwari,1509,Case details here
510,IPC,Crimes Against Foreigners,Fine,False,True,False,True,Vikram Choudhary,Ananya Sen,1510,Case details here
511,PMLA,Crimes Against Foreigners,Fine,True,True,True,False,Anil Kapoor,Rahul Gupta,1511,Case details here
512,NDPS,Economic Offence,Both,True,True,False,False,Rajesh Kumar,Rahul Gupta,1512,Case details here
513,IPC,Crimes Against Women,Imprisonment,True,True,False,False,Neha Singh,Rahul Gupta,1513,Case details here
514,NDPS,Economic Offence,Imprisonment,True,False,True,True,Vikram Choudhary,Kiran Malhotra,1514,Case details here
515,NDPS,Offences Against the State,Fine,True,False,True,False,Anil Kapoor,Deepak Joshi,1515,Case details here
516,PMLA,Crimes Against SCs and STs,Both,False,False,True,True,Sunita Mehta,Sneha Roy,1516,Case details here
517,CrPC,Cyber Crime,Imprisonment,False,False,False,False,Vikram Choudhary,Sandeep Yadav,1517,Case details here
518,SCST Act,Crimes Against Foreigners,Fine,True,True,False,True,Neha Singh,Sneha Roy,1518,Case details here
519,SCST Act,Crimes Against Children,Both,False,True,True,True,Amit Sharma,Manoj Tiwari,1519,Case details here
520,PMLA,Crimes Against Children,Imprisonment,True,False,True,False,Sunita Mehta,Rahul Gupta,1520,Case details here
521,NDPS,Crimes Against Women,Imprisonment,True,False,False,True,Neha Singh,Deepak Joshi,1521,Case details here
522,IPC,Crimes Against Children,Both,True,False,False,False,Vikram Choudhary,Rahul Gupta,1522,Case details here
523,NDPS,Offences Against the State,Both,True,False,False,True,Amit Sharma,Rahul Gupta,1523,Case details here
524,PMLA,Crimes Against Foreigners,Both,True,False,False,False,Amit Sharma,Sneha Roy,1524,Case details here
525,SCST Act,Economic Offence,Both,False,True,True,False,Priya Verma,Kiran Malhotra,1525,Case details here
526,NDPS,Offences Against the State,Fine,False,True,False,True,Rajesh Kumar,Ananya Sen,1526,Case details here
527,SCST Act,Crimes Against Women,Both,True,True,False,False,Neha Singh,Sandeep Yadav,1527,Case details here
528,IPC,Offences Against the State,Imprisonment,False,False,False,True,Vikram Choudhary,Ananya Sen,1528,Case details here
529,SCST Act,Economic Offence,Imprisonment,True,False,False,False,Amit Sharma,Rahul Gupta,1529,Case details here
530,SCST Act,Crimes Against SCs and STs,Fine,False,False,True,False,Anil Kapoor,Manoj Tiwari,1530,Case details here
531,CrPC,Crimes Against Women,Imprisonment,True,False,True,False,Amit Sharma,Ananya Sen,1531,Case details here
532,CrPC,Crimes Against SCs and STs,Imprisonment,False,True,False,False,Amit Sharma,Manoj Tiwari,1532,Case details here
533,CrPC,Cyber Crime,Both,True,True,False,True,Priya Verma,Sandeep Yadav,1533,Case details here
534,SCST Act,Crimes Against SCs and STs,Imprisonment,True,False,True,False,Vikram Choudhary,Rahul Gupta,1534,Case details here
535,PMLA,Cyber Crime,Fine,False,True,True,False,Vikram Choudhary,Sandeep Yadav,1535,Case details here
536,SCST Act,Cyber Crime,Both,False,True,False,True,Amit Sharma,Kiran Malhotra,1536,Case details here
537,PMLA,Crimes Against SCs and STs,Both,True,False,False,True,Sunita Mehta,Sneha Roy,1537,Case details here
538,PMLA,Crimes Against Women,Fine,False,False,True,True,Sunita Mehta,Ananya Sen,1538,Case details here
539,CrPC,Economic Offence,Both,True,False,True,True,Priya Verma,Ananya Sen,1539,Case details here
540,NDPS,Offences Against the State,Both,False,False,True,True,Priya Verma,Kiran Malhotra,1540,Case details here
541,IPC,Offences Against the State,Fine,False,False,True,True,Neha Singh,Ananya Sen,1541,Case details here
542,CrPC,Economic Offence,Both,True,False,True,False,Neha Singh,Manoj Tiwari,1542,Case details here
543,CrPC,Crimes Against Foreigners,Fine,False,True,True,True,Rajesh Kumar,Sandeep Yadav,1543,Case details here
544,NDPS,Crimes Against Foreigners,Fine,False,True,False,False,Priya Verma,Sneha Roy,1544,Case details here
545,IPC,Cyber Crime,Imprisonment,True,False,True,True,Amit Sharma,Sandeep Yadav,1545,Case details here
546,SCST Act,Cyber Crime,Imprisonment,False,True,True,False,Sunita Mehta,Manoj Tiwari,1546,Case details here
547,SCST Act,Crimes Against Women,Both,True,False,True,False,Anil Kapoor,Sneha Roy,1547,Case details here
548,CrPC,Crimes Against Children,Both,True,False,True,False,Anil Kapoor,Manoj Tiwari,1548,Case details here
549,IPC,Crimes Against SCs and STs,Fine,True,False,False,True,Amit Sharma,Ananya Sen,1549,Case details here
550,CrPC,Cyber Crime,Both,True,False,False,True,Sunita Mehta,Deepak Joshi,1550,Case details here
551,PMLA,Offences Against the State,Fine,True,True,True,True,Amit Sharma,Rahul Gupta,1551,Case details here
552,CrPC,Crimes Against Women,Fine,False,False,False,True,Neha Singh,Manoj Tiwari,1552,Case details here
553,CrPC,Crimes Against SCs and STs,Both,True,True,False,False,Priya Verma,Deepak Joshi,1553,Case details here
554,SCST Act,Crimes Against Women,Fine,True,False,False,True,Rajesh Kumar,Rahul Gupta,1554,Case details here
555,SCST Act,Crimes Against SCs and STs,Imprisonment,False,False,False,False,Rajesh Kumar,Rahul Gupta,1555,Case details here
556,SCST Act,Crimes Against SCs and STs,Both,False,False,False,False,Anil Kapoor,Ananya Sen,1556,Case details here
557,PMLA,Economic Offence,Imprisonment,False,True,False,True,Neha Singh,Kiran Malhotra,1557,Case details here
558,SCST Act,Cyber Crime,Both,True,False,True,True,Neha Singh,Rahul Gupta,1558,Case details here
559,IPC,Crimes Against Women,Fine,True,False,True,True,Priya Verma,Kiran Malhotra,1559,Case details here
560,NDPS,Crimes Against Women,Both,True,False,True,False,Sunita Mehta,Deepak Joshi,1560,Case details here
561,IPC,Economic Offence,Imprisonment,False,True,True,True,Rajesh Kumar,Deepak Joshi,1561,Case details here
562,IPC,Offences Against the State,Fine,True,True,True,False,Amit Sharma,Kiran Malhotra,1562,Case details here
563,SCST Act,Offences Against the State,Both,False,True,False,True,Vikram Choudhary,Kiran Malhotra,1563,Case details here
564,NDPS,Crimes Against Foreigners,Both,True,False,True,False,Neha Singh,Kiran Malhotra,1564,Case details here
565,NDPS,Cyber Crime,Both,False,True,True,True,Vikram Choudhary,Deepak Joshi,1565,Case details here
566,NDPS,Cyber Crime,Imprisonment,True,False,False,True,Sunita Mehta,Ananya Sen,1566,Case details here
567,PMLA,Crimes Against Children,Imprisonment,True,True,False,False,Rajesh Kumar,Ananya Sen,1567,Case details here
568,SCST Act,Economic Offence,Both,True,True,True,True,Rajesh Kumar,Sandeep Yadav,1568,Case details here
569,NDPS,Offences Against the State,Fine,False,False,False,True,Anil Kapoor,Deepak Joshi,1569,Case details here
570,PMLA,Crimes Against SCs and STs,Fine,False,True,False,True,Priya Verma,Kiran Malhotra,1570,Case details here
571,CrPC,Crimes Against Women,Imprisonment,True,False,False,True,Sunita Mehta,Manoj Tiwari,1571,Case details here
572,CrPC,Cyber Crime,Fine,True,False,False,True,Vikram Choudhary,Ananya Sen,1572,Case details here
573,PMLA,Crimes Against Women,Imprisonment,True,True,True,True,Priya Verma,Manoj Tiwari,1573,Case details here
574,PMLA,Crimes Against Women,Both,False,False,False,True,Sunita Mehta,Kiran Malhotra,1574,Case details here
575,SCST Act,Crimes Against Children,Imprisonment,True,False,True,False,Amit Sharma,Kiran Malhotra,1575,Case details here
576,SCST Act,Offences Against the State,Imprisonment,True,True,True,False,Anil Kapoor,Ananya Sen,1576,Case details here
577,CrPC,Cyber Crime,Both,True,True,False,True,Priya Verma,Deepak Joshi,1577,Case details here
578,NDPS,Crimes Against Women,Fine,True,False,False,True,Vikram Choudhary,Deepak Joshi,1578,Case details here
579,CrPC,Cyber Crime,Imprisonment,False,True,False,True,Sunita Mehta,Rahul Gupta,1579,Case details here
580,NDPS,Crimes Against SCs and STs,Imprisonment,False,False,True,False,Anil Kapoor,Sandeep Yadav,1580,Case details here
581,NDPS,Crimes Against Children,Both,True,False,False,False,Vikram Choudhary,Sneha Roy,1581,Case details here
582,SCST Act,Crimes Against SCs and STs,Fine,True,True,False,True,Priya Verma,Ananya Sen,1582,Case details here
583,IPC,Cyber Crime,Imprisonment,False,True,False,False,Anil Kapoor,Manoj Tiwari,1583,Case details here
584,IPC,Crimes Against Foreigners,Both,False,True,False,True,Vikram Choudhary,Rahul Gupta,1584,Case details here
585,PMLA,Cyber Crime,Imprisonment,True,True,False,True,Vikram Choudhary,Kiran Malhotra,1585,Case details here
586,SCST Act,Offences Against the State,Both,False,False,True,True,Rajesh Kumar,Manoj Tiwari,1586,Case details here
587,NDPS,Crimes Against Women,Fine,False,False,False,True,Rajesh Kumar,Rahul Gupta,1587,Case details here
588,IPC,Crimes Against Women,Fine,True,True,False,False,Neha Singh,Ananya Sen,1588,Case details here
589,NDPS,Crimes Against SCs and STs,Fine,False,True,False,False,Amit Sharma,Ananya Sen,1589,Case details here
590,IPC,Crimes Against Children,Fine,False,False,True,True,Neha Singh,Rahul Gupta,1590,Case details here
591,IPC,Crimes Against Foreigners,Imprisonment,True,False,False,False,Neha Singh,Sandeep Yadav,1591,Case details here
592,IPC,Economic Offence,Imprisonment,True,False,True,False,Priya Verma,Manoj Tiwari,1592,Case details here
593,SCST Act,Crimes Against Women,Fine,False,False,True,True,Priya Verma,Sandeep Yadav,1593,Case details here
594,CrPC,Offences Against the State,Fine,True,True,False,False,Rajesh Kumar,Ananya Sen,1594,Case details here
595,NDPS,Crimes Against SCs and STs,Fine,False,False,False,True,Amit Sharma,Kiran Malhotra,1595,Case details here
596,SCST Act,Crimes Against SCs and STs,Imprisonment,True,False,False,True,Rajesh Kumar,Sneha Roy,1596,Case details here
597,SCST Act,Economic Offence,Fine,False,True,True,True,Anil Kapoor,Kiran Malhotra,1597,Case details here
598,SCST Act,Offences Against the State,Fine,True,False,True,True,Rajesh Kumar,Deepak Joshi,1598,Case details here
599,SCST Act,Crimes Against Children,Fine,False,False,True,False,Amit Sharma,Manoj Tiwari,1599,Case details here
600,SCST Act,Offences Against the State,Both,False,True,True,True,Sunita Mehta,Sandeep Yadav,1600,Case details here
601,PMLA,Crimes Against Children,Fine,False,True,True,False,Rajesh Kumar,Sneha Roy,1601,Case details here
602,NDPS,Offences Against the State,Both,True,True,True,True,Neha Singh,Rahul Gupta,1602,Case details here
603,SCST Act,Offences Against the State,Both,True,False,False,True,Sunita Mehta,Deepak Joshi,1603,Case details here
604,NDPS,Cyber Crime,Fine,False,False,False,False,Neha Singh,Kiran Malhotra,1604,Case details here
605,PMLA,Crimes Against SCs and STs,Both,False,True,True,True,Amit Sharma,Rahul Gupta,1605,Case details here
606,PMLA,Offences Against the State,Fine,True,True,False,False,Neha Singh,Sandeep Yadav,1606,Case details here
607,NDPS,Economic Offence,Imprisonment,True,False,False,False,Priya Verma,Deepak Joshi,1607,Case details here
608,IPC,Offences Against the State,Imprisonment,True,True,True,True,Sunita Mehta,Sneha Roy,1608,Case details here
609,CrPC,Crimes Against Women,Imprisonment,True,True,True,True,Amit Sharma,Kiran Malhotra,1609,Case details here
610,IPC,Crimes Against SCs and STs,Imprisonment,True,True,False,True,Vikram Choudhary,Deepak Joshi,1610,Case details here
611,IPC,Crimes Against Women,Both,True,False,True,True,Sunita Mehta,Kiran Malhotra,1611,Case details here
612,IPC,Crimes Against SCs and STs,Fine,False,False,True,True,Priya Verma,Deepak Joshi,1612,Case details here
613,SCST Act,Crimes Against Women,Fine,True,False,False,True,Sunita Mehta,Manoj Tiwari,1613,Case details here
614,PMLA,Offences Against the State,Fine,False,False,True,False,Sunita Mehta,Manoj Tiwari,1614,Case details here
615,IPC,Offences Against the State,Imprisonment,True,False,False,False,Amit Sharma,Kiran Malhotra,1615,Case details here
616,PMLA,Cyber Crime,Imprisonment,True,False,False,True,Priya Verma,Sneha Roy,1616,Case details here
617,NDPS,Economic Offence,Fine,False,True,False,False,Amit Sharma,Sandeep Yadav,1617,Case details here
618,CrPC,Crimes Against Women,Imprisonment,False,False,False,False,Rajesh Kumar,Manoj Tiwari,1618,Case details here
619,NDPS,Crimes Against Children,Fine,True,False,False,True,Sunita Mehta,Kiran Malhotra,1619,Case details here
620,NDPS,Cyber Crime,Fine,False,True,True,True,Neha Singh,Sandeep Yadav,1620,Case details here
621,SCST Act,Crimes Against Women,Fine,False,False,True,False,Priya Verma,Ananya Sen,1621,Case details here
622,CrPC,Crimes Against Women,Fine,False,False,True,True,Neha Singh,Manoj Tiwari,1622,Case details here
623,NDPS,Cyber Crime,Fine,False,True,True,False,Priya Verma,Ananya Sen,1623,Case details here
624,NDPS,Offences Against the State,Fine,True,True,False,True,Vikram Choudhary,Sneha Roy,1624,Case details here
625,CrPC,Crimes Against Women,Fine,False,True,False,False,Amit Sharma,Deepak Joshi,1625,Case details here
626,CrPC,Offences Against the State,Imprisonment,True,False,True,False,Neha Singh,Sneha Roy,1626,Case details here
627,NDPS,Cyber Crime,Fine,True,True,False,False,Sunita Mehta,Sneha Roy,1627,Case details here
628,CrPC,Offences Against the State,Fine,True,False,True,False,Rajesh Kumar,Kiran Malhotra,1628,Case details here
629,NDPS,Crimes Against SCs and STs,Imprisonment,True,False,True,True,Priya Verma,Sneha Roy,1629,Case details here
630,NDPS,Crimes Against Children,Imprisonment,False,False,True,True,Priya Verma,Deepak Joshi,1630,Case details here
631,SCST Act,Crimes Against Foreigners,Imprisonment,False,False,False,False,Sunita Mehta,Kiran Malhotra,1631,Case details here
632,IPC,Crimes Against Women,Fine,True,True,False,False,Amit Sharma,Ananya Sen,1632,Case details here
633,NDPS,Economic Offence,Both,True,True,False,True,Rajesh Kumar,Sandeep Yadav,1633,Case details here
634,PMLA,Crimes Against Children,Both,True,False,False,True,Priya Verma,Sandeep Yadav,1634,Case details here
635,IPC,Crimes Against Foreigners,Imprisonment,True,True,True,False,Vikram Choudhary,Rahul Gupta,1635,Case details here
636,IPC,Offences Against the State,Both,False,False,False,False,Anil Kapoor,Ananya Sen,1636,Case details here
637,IPC,Crimes Against Women,Imprisonment,True,False,False,False,Amit Sharma,Sandeep Yadav,1637,Case details here
638,SCST Act,Offences Against the State,Fine,False,False,False,False,Vikram Choudhary,Deepak Joshi,1638,Case details here
639,NDPS,Crimes Against SCs and STs,Both,True,True,True,False,Amit Sharma,Sandeep Yadav,1639,Case details here
640,SCST Act,Cyber Crime,Fine,True,False,True,True,Vikram Choudhary,Rahul Gupta,1640,Case details here
641,NDPS,Crimes Against Women,Both,True,False,False,False,Rajesh Kumar,Kiran Malhotra,1641,Case details here
642,SCST Act,Crimes Against Foreigners,Fine,True,True,False,True,Amit Sharma,Manoj Tiwari,1642,Case details here
643,SCST Act,Crimes Against Foreigners,Both,False,True,False,True,Amit Sharma,Deepak Joshi,1643,Case details here
644,PMLA,Crimes Against SCs and STs,Fine,False,True,False,True,Anil Kapoor,Manoj Tiwari,1644,Case details here
645,SCST Act,Crimes Against SCs and STs,Fine,False,True,True,False,Sunita Mehta,Rahul Gupta,1645,Case details here
646,CrPC,Crimes Against Women,Both,True,False,False,True,Sunita Mehta,Deepak Joshi,1646,Case details here
647,PMLA,Offences Against the State,Fine,True,True,False,True,Vikram Choudhary,Ananya Sen,1647,Case details here
648,SCST Act,Economic Offence,Fine,False,False,False,True,Sunita Mehta,Ananya Sen,1648,Case details here
649,IPC,Crimes Against Foreigners,Fine,False,True,True,True,Rajesh Kumar,Ananya Sen,1649,Case details here
650,CrPC,Crimes Against Foreigners,Both,True,True,True,False,Neha Singh,Sneha Roy,1650,Case details here
651,CrPC,Crimes Against SCs and STs,Both,True,True,False,False,Anil Kapoor,Kiran Malhotra,1651,Case details here
652,CrPC,Crimes Against Children,Fine,False,True,False,True,Priya Verma,Kiran Malhotra,1652,Case details here
653,PMLA,Crimes Against SCs and STs,Fine,True,True,False,True,Priya Verma,Sneha Roy,1653,Case details here
654,SCST Act,Economic Offence,Both,True,True,False,False,Vikram Choudhary,Ananya Sen,1654,Case details here
655,SCST Act,Offences Against the State,Both,False,False,False,False,Neha Singh,Sandeep Yadav,1655,Case details here
656,IPC,Offences Against the State,Fine,True,True,True,False,Vikram Choudhary,Rahul Gupta,1656,Case details here
657,IPC,Crimes Against Children,Fine,False,True,True,True,Priya Verma,Sneha Roy,1657,Case details here
658,CrPC,Crimes Against Foreigners,Fine,True,True,True,False,Vikram Choudhary,Kiran Malhotra,1658,Case details here
659,IPC,Crimes Against SCs and STs,Imprisonment,False,True,False,True,Anil Kapoor,Manoj Tiwari,1659,Case details here
660,PMLA,Offences Against the State,Both,True,False,True,True,Vikram Choudhary,Deepak Joshi,1660,Case details here
661,SCST Act,Economic Offence,Imprisonment,False,True,True,False,Amit Sharma,Kiran Malhotra,1661,Case details here
662,CrPC,Crimes Against Women,Both,False,True,True,True,Neha Singh,Kiran Malhotra,1662,Case details here
663,IPC,Cyber Crime,Both,False,True,False,False,Sunita Mehta,Sneha Roy,1663,Case details here
664,PMLA,Cyber Crime,Both,False,True,False,True,Sunita Mehta,Manoj Tiwari,1664,Case details here
665,PMLA,Cyber Crime,Both,True,False,True,False,Rajesh Kumar,Deepak Joshi,1665,Case details here
666,IPC,Crimes Against Foreigners,Both,True,True,False,True,Sunita Mehta,Manoj Tiwari,1666,Case details here
667,SCST Act,Crimes Against SCs and STs,Both,False,False,True,True,Priya Verma,Manoj Tiwari,1667,Case details here
668,IPC,Crimes Against Children,Both,True,True,True,False,Neha Singh,Rahul Gupta,1668,Case details here
669,CrPC,Offences Against the State,Imprisonment,True,False,True,False,Neha Singh,Deepak Joshi,1669,Case details here
670,IPC,Crimes Against Women,Fine,True,False,True,False,Anil Kapoor,Sandeep Yadav,1670,Case details here
671,PMLA,Economic Offence,Fine,True,True,False,False,Amit Sharma,Deepak Joshi,1671,Case details here
672,IPC,Crimes Against Women,Imprisonment,True,True,False,True,Neha Singh,Deepak Joshi,1672,Case details here
673,SCST Act,Economic Offence,Imprisonment,False,False,False,False,Neha Singh,Kiran Malhotra,1673,Case details here
674,NDPS,Crimes Against Foreigners,Imprisonment,False,False,False,False,Anil Kapoor,Deepak Joshi,1674,Case details here
675,IPC,Crimes Against SCs and STs,Imprisonment,False,True,True,True,Neha Singh,Deepak Joshi,1675,Case details here
676,SCST Act,Cyber Crime,Both,False,False,False,False,Vikram Choudhary,Deepak Joshi,1676,Case details here
677,SCST Act,Crimes Against SCs and STs,Fine,True,False,True,False,Sunita Mehta,Rahul Gupta,1677,Case details here
678,PMLA,Crimes Against Foreigners,Both,True,False,False,True,Priya Verma,Sandeep Yadav,1678,Case details here
679,SCST Act,Crimes Against Children,Fine,False,True,False,False,Rajesh Kumar,Sneha Roy,1679,Case details here
680,SCST Act,Crimes Against Children,Fine,True,False,False,False,Sunita Mehta,Sneha Roy,1680,Case details here
681,SCST Act,Crimes Against Foreigners,Imprisonment,True,False,True,False,Amit Sharma,Manoj Tiwari,1681,Case details here
682,SCST Act,Economic Offence,Both,False,False,True,False,Neha Singh,Rahul Gupta,1682,Case details here
683,CrPC,Offences Against the State,Imprisonment,True,True,True,False,Rajesh Kumar,Kiran Malhotra,1683,Case details here
684,CrPC,Offences Against the State,Both,False,True,True,False,Priya Verma,Sneha Roy,1684,Case details here
685,PMLA,Economic Offence,Fine,False,False,False,True,Rajesh Kumar,Kiran Malhotra,1685,Case details here
686,IPC,Crimes Against Children,Imprisonment,True,True,True,False,Sunita Mehta,Manoj Tiwari,1686,Case details here
687,SCST Act,Crimes Against Children,Imprisonment,True,False,True,True,Amit Sharma,Sandeep Yadav,1687,Case details here
688,IPC,Crimes Against Children,Fine,False,True,False,True,Vikram Choudhary,Kiran Malhotra,1688,Case details here
689,IPC,Crimes Against SCs and STs,Fine,False,True,False,True,Amit Sharma,Manoj Tiwari,1689,Case details here
690,PMLA,Crimes Against Children,Fine,True,False,True,True,Anil Kapoor,Sneha Roy,1690,Case details here
691,SCST Act,Crimes Against Women,Imprisonment,False,True,False,False,Priya Verma,Kiran Malhotra,1691,Case details here
692,SCST Act,Cyber Crime,Both,False,True,True,False,Sunita Mehta,Kiran Malhotra,1692,Case details here
693,NDPS,Crimes Against Children,Imprisonment,False,True,False,False,Priya Verma,Manoj Tiwari,1693,Case details here
694,IPC,Economic Offence,Both,True,False,True,True,Anil Kapoor,Rahul Gupta,1694,Case details here
695,IPC,Cyber Crime,Imprisonment,False,True,True,False,Rajesh Kumar,Rahul Gupta,1695,Case details here
696,CrPC,Crimes Against SCs and STs,Imprisonment,True,True,True,False,Priya Verma,Deepak Joshi,1696,Case details here
697,NDPS,Economic Offence,Fine,False,False,True,False,Rajesh Kumar,Sneha Roy,1697,Case details here
698,CrPC,Cyber Crime,Both,True,True,True,True,Neha Singh,Deepak Joshi,1698,Case details here
699,CrPC,Economic Offence,Imprisonment,False,True,False,True,Vikram Choudhary,Rahul Gupta,1699,Case details here
700,CrPC,Crimes Against SCs and STs,Imprisonment,True,True,True,False,Rajesh Kumar,Deepak Joshi,1700,Case details here
701,PMLA,Crimes Against Women,Fine,True,True,True,True,Rajesh Kumar,Kiran Malhotra,1701,Case details here
702,PMLA,Crimes Against SCs and STs,Fine,True,True,True,True,Rajesh Kumar,Rahul Gupta,1702,Case details here
703,CrPC,Crimes Against SCs and STs,Both,False,False,True,False,Rajesh Kumar,Kiran Malhotra,1703,Case details here
704,NDPS,Economic Offence,Imprisonment,False,False,True,True,Priya Verma,Deepak Joshi,1704,Case details here
705,IPC,Crimes Against Foreigners,Both,False,True,False,True,Sunita Mehta,Rahul Gupta,1705,Case details here
706,NDPS,Offences Against the State,Imprisonment,True,True,False,False,Priya Verma,Manoj Tiwari,1706,Case details here
707,SCST Act,Crimes Against Children,Both,False,True,True,True,Vikram Choudhary,Ananya Sen,1707,Case details here
708,PMLA,Crimes Against Children,Fine,True,False,False,True,Priya Verma,Sandeep Yadav,1708,Case details here
709,IPC,Crimes Against Women,Imprisonment,False,False,True,True,Rajesh Kumar,Manoj Tiwari,1709,Case details here
710,IPC,Crimes Against Women,Both,True,True,False,True,Sunita Mehta,Ananya Sen,1710,Case details here
711,SCST Act,Crimes Against Children,Fine,True,True,False,True,Anil Kapoor,Rahul Gupta,1711,Case details here
712,SCST Act,Offences Against the State,Fine,True,False,True,True,Priya Verma,Sneha Roy,1712,Case details here
713,CrPC,Crimes Against Children,Both,False,True,False,True,Amit Sharma,Deepak Joshi,1713,Case details here
714,PMLA,Crimes Against Foreigners,Imprisonment,False,False,False,True,Priya Verma,Sandeep Yadav,1714,Case details here
715,PMLA,Offences Against the State,Imprisonment,False,False,True,False,Rajesh Kumar,Ananya Sen,1715,Case details here
716,NDPS,Crimes Against Women,Fine,True,True,True,False,Neha Singh,Kiran Malhotra,1716,Case details here
717,CrPC,Cyber Crime,Imprisonment,True,False,False,False,Rajesh Kumar,Sneha Roy,1717,Case details here
718,CrPC,Economic Offence,Imprisonment,False,True,False,False,Rajesh Kumar,Kiran Malhotra,1718,Case details here
719,CrPC,Crimes Against Foreigners,Imprisonment,False,True,False,True,Sunita Mehta,Kiran Malhotra,1719,Case details here
720,CrPC,Crimes Against Foreigners,Fine,False,True,True,False,Anil Kapoor,Manoj Tiwari,1720,Case details here
721,PMLA,Crimes Against Women,Both,True,True,False,False,Vikram Choudhary,Deepak Joshi,1721,Case details here
722,PMLA,Crimes Against Women,Imprisonment,True,True,False,True,Neha Singh,Sandeep Yadav,1722,Case details here
723,CrPC,Crimes Against SCs and STs,Fine,True,True,False,True,Neha Singh,Kiran Malhotra,1723,Case details here
724,NDPS,Crimes Against Foreigners,Fine,True,False,True,True,Sunita Mehta,Deepak Joshi,1724,Case details here
725,IPC,Crimes Against SCs and STs,Both,True,False,True,True,Amit Sharma,Manoj Tiwari,1725,Case details here
726,IPC,Crimes Against SCs and STs,Imprisonment,False,False,True,True,Amit Sharma,Kiran Malhotra,1726,Case details here
727,NDPS,Economic Offence,Imprisonment,True,False,True,False,Vikram Choudhary,Kiran Malhotra,1727,Case details here
728,CrPC,Crimes Against SCs and STs,Both,True,True,False,True,Rajesh Kumar,Ananya Sen,1728,Case details here
729,PMLA,Offences Against the State,Both,True,False,True,False,Rajesh Kumar,Sandeep Yadav,1729,Case details here
730,IPC,Crimes Against Children,Fine,True,False,False,False,Sunita Mehta,Manoj Tiwari,1730,Case details here
731,SCST Act,Cyber Crime,Fine,True,False,False,True,Vikram Choudhary,Deepak Joshi,1731,Case details here
732,SCST Act,Crimes Against Women,Both,False,True,False,False,Amit Sharma,Kiran Malhotra,1732,Case details here
733,NDPS,Offences Against the State,Imprisonment,True,False,False,False,Rajesh Kumar,Kiran Malhotra,1733,Case details here
734,CrPC,Cyber Crime,Fine,True,True,True,True,Anil Kapoor,Sandeep Yadav,1734,Case details here
735,IPC,Crimes Against Foreigners,Fine,True,False,True,False,Rajesh Kumar,Deepak Joshi,1735,Case details here
736,CrPC,Crimes Against Foreigners,Imprisonment,False,True,True,False,Rajesh Kumar,Manoj Tiwari,1736,Case details here
737,IPC,Crimes Against Foreigners,Fine,False,True,True,False,Anil Kapoor,Kiran Malhotra,1737,Case details here
738,NDPS,Offences Against the State,Imprisonment,False,False,True,True,Priya Verma,Ananya Sen,1738,Case details here
739,NDPS,Offences Against the State,Imprisonment,True,True,False,True,Anil Kapoor,Sandeep Yadav,1739,Case details here
740,SCST Act,Crimes Against Women,Imprisonment,False,True,True,True,Anil Kapoor,Sneha Roy,1740,Case details here
741,CrPC,Crimes Against Children,Both,True,False,True,False,Priya Verma,Sneha Roy,1741,Case details here
742,SCST Act,Crimes Against SCs and STs,Both,True,False,True,True,Neha Singh,Kiran Malhotra,1742,Case details here
743,CrPC,Crimes Against Foreigners,Both,False,False,True,False,Rajesh Kumar,Sneha Roy,1743,Case details here
744,SCST Act,Economic Offence,Imprisonment,True,True,False,True,Vikram Choudhary,Deepak Joshi,1744,Case details here
745,PMLA,Crimes Against Children,Imprisonment,True,True,False,False,Amit Sharma,Kiran Malhotra,1745,Case details here
746,PMLA,Economic Offence,Both,True,True,False,True,Vikram Choudhary,Sandeep Yadav,1746,Case details here
747,PMLA,Crimes Against Women,Fine,False,False,False,True,Anil Kapoor,Deepak Joshi,1747,Case details here
748,PMLA,Crimes Against Women,Imprisonment,True,True,False,False,Amit Sharma,Sneha Roy,1748,Case details here
749,IPC,Crimes Against Women,Fine,True,True,True,True,Vikram Choudhary,Ananya Sen,1749,Case details here
750,PMLA,Cyber Crime,Fine,False,True,False,False,Anil Kapoor,Ananya Sen,1750,Case details here
751,NDPS,Economic Offence,Imprisonment,True,True,False,True,Anil Kapoor,Sneha Roy,1751,Case details here
752,NDPS,Crimes Against Children,Imprisonment,True,True,False,True,Neha Singh,Ananya Sen,1752,Case details here
753,IPC,Crimes Against Children,Fine,False,True,True,False,Amit Sharma,Rahul Gupta,1753,Case details here
754,PMLA,Offences Against the State,Fine,True,True,True,False,Amit Sharma,Sneha Roy,1754,Case details here
755,PMLA,Offences Against the State,Both,True,False,False,False,Anil Kapoor,Rahul Gupta,1755,Case details here
756,PMLA,Crimes Against Foreigners,Both,True,False,True,True,Amit Sharma,Kiran Malhotra,1756,Case details here
757,SCST Act,Offences Against the State,Imprisonment,True,False,True,False,Priya Verma,Rahul Gupta,1757,Case details here
758,CrPC,Crimes Against Women,Both,True,True,False,True,Neha Singh,Sandeep Yadav,1758,Case details here
759,SCST Act,Crimes Against Children,Both,False,True,True,False,Amit Sharma,Sandeep Yadav,1759,Case details here
760,CrPC,Economic Offence,Both,False,False,True,False,Vikram Choudhary,Ananya Sen,1760,Case details here
